anecdotes,fichier,anecdotes_reco,boucle_tâche.thisRepN,boucle_tâche.thisTrialN,boucle_tâche.thisN,boucle_tâche.thisIndex,boucle_reco.thisRepN,boucle_reco.thisTrialN,boucle_reco.thisN,boucle_reco.thisIndex,textWelcome.started,textWelcome.stopped,Instructions.started,key_resp.started,key_resp.keys,key_resp.rt,Anecdotes.started,tache_text.started,Validation_button.started,mouse_click.started,tache_text.text,mouse_click.x,mouse_click.y,mouse_click.leftButton,mouse_click.midButton,mouse_click.rightButton,mouse_click.time,mouse_click.clicked_name,feedbacktext.started,feedback_fichier_train.started,feedbacktext.stopped,feedback_fichier_train.stopped,text.started,text.stopped,waiting_screen.started,key_resp_2.started,key_resp_2.keys,key_resp_2.rt,blank.started,blank.stopped,text_3.started,key_resp_3.started,key_resp_3.keys,key_resp_3.rt,Anecdotes_reco.started,reco_text.started,validation_reco.started,mouse_reco.started,reco_text.text,mouse_reco.x,mouse_reco.y,mouse_reco.leftButton,mouse_reco.midButton,mouse_reco.rightButton,mouse_reco.time,mouse_reco.clicked_name,text_2.started,end.started,end.keys,end.rt,participant,session,date,expName,psychopyVersion,frameRate,
Les séparatistes Tchéchènes du Sud de la Russie ont pris en otage une école en septembre 2004 ,POINTS,Les séparatistes Tchéchènes du Sud de la Russie ont pris en otage une école en septembre 2004 ,0,28,28,24,,,,,,,,,,,863.3168491000015,863.3168491000015,863.3168491000015,0.008791799999016803,Les séparatistes Tchéchènes du Sud de la Russie ont pris en otage une école en septembre 2004,"[0.003703703703703704, 0.000925925925925926]","[-0.38333333333333336, -0.3990740740740741]","[1, 1]","[0, 0]","[0, 0]","[31.32203389999995, 31.738878100000875]",['Validation_button'],895.0659109000007,895.0659109000007,900.0656949000004,900.0656949000004,900.0656949000004,900.5749574000001,,,,,,,,,,,,,,,,,,,,,,,,,,,AP5,001,2023-03-17_12h33.39.933,Expérimentation1_SOLO,2022.2.5,60.063054194356646,
La navette Spatiale Columbia s’est désintégrée durant son entrée dans l’atmosphère au-dessus du Texas en février 2003 ,DONNEES,La navette Spatiale Columbia s’est désintégrée durant son entrée dans l’atmosphère au-dessus du Texas en février 2003 ,0,29,29,9,,,,,,,,,,,900.5749574000001,900.5749574000001,900.5749574000001,0.015201800000795629,La navette Spatiale Columbia s'est désintégrée durant son entrée dans l'atmosphère au-dessus du Texas en février 2003,[0.024074074074074074],[-0.3925925925925926],[1],[0],[0],[46.61598839999897],['Validation_button'],947.1993715000008,947.1993715000008,952.1991100000014,952.1991100000014,952.1991100000014,952.7106078000015,,,,,,,,,,,,,,,,,,,,,,,,,,,AP5,001,2023-03-17_12h33.39.933,Expérimentation1_SOLO,2022.2.5,60.063054194356646,
"Tout comme l’empreinte digitale, le cœur est propre à chaque individu et on peut l’identifier grâce à sa signature cardiaque ",NOMS,"Tout comme l’empreinte digitale, le cœur est propre à chaque individu et on peut l’identifier grâce à sa signature cardiaque ",0,30,30,30,,,,,,,,,,,952.7106078000015,952.7106078000015,952.7106078000015,0.01684899999963818,"Tout comme l'empreinte digitale, le coeur est propre à chaque individu et on peut l'identifier grace à sa signature cardiaque",[0.005555555555555556],[-0.3925925925925926],[1],[0],[0],[32.2482514000003],['Validation_button'],984.9661461000014,984.9661461000014,989.9658231000012,989.9658231000012,989.9658231000012,990.4751704999999,,,,,,,,,,,,,,,,,,,,,,,,,,,AP5,001,2023-03-17_12h33.39.933,Expérimentation1_SOLO,2022.2.5,60.063054194356646,
On peut reproduire une clé grâce au son qu’elle émet lorsqu’on l’insère dans une serrure ,POINTS,On peut reproduire une clé grâce au son qu’elle émet lorsqu’on l’insère dans une serrure ,0,31,31,29,,,,,,,,,,,990.4751704999999,990.4751704999999,990.4751704999999,0.013446999999359832,On peut reproduire une clé grace au son qu'elle émet lorsqu'on l'insère dans une serrure,[-0.025],[-0.3888888888888889],[1],[0],[0],[27.183666599999924],['Validation_button'],1017.6660822000013,1017.6660822000013,1022.6661468000002,1022.6661468000002,1022.6661468000002,1023.1661414999999,,,,,,,,,,,,,,,,,,,,,,,,,,,AP5,001,2023-03-17_12h33.39.933,Expérimentation1_SOLO,2022.2.5,60.063054194356646,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1023.1661414999999,1026.1661527000015,i,517.3972054999977,,,,,,,,,,,,,,,,,,,,,,,AP5,001,2023-03-17_12h33.39.933,Expérimentation1_SOLO,2022.2.5,60.063054194356646,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1543.5838061000013,1544.0848262,1544.0848262,1547.0846538000005,space,5.151313399999708,,,,,,,,,,,,,,,,,AP5,001,2023-03-17_12h33.39.933,Expérimentation1_SOLO,2022.2.5,60.063054194356646,
"Tout comme l’empreinte digitale, le cœur est propre à chaque individu et on peut l’identifier grâce à sa signature cardiaque ",NOMS,"Tout comme l’empreinte digitale, le cœur est propre à chaque individu et on peut l’identifier grâce à sa signature cardiaque ",,,,,0,0,0,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1568.6673027000015,1569.1676038000005,,,,,1552.7991980000006,1552.7991980000006,1552.7991980000006,0.040205899998909445,"items
",[0.018518518518518517],[-0.4],[1],[0],[0],[15.858162799999263],['validation_reco'],,,,,AP5,001,2023-03-17_12h33.39.933,Expérimentation1_SOLO,2022.2.5,60.063054194356646,
La plus longue composition classique prendrait 639 ans à être interprétée  ,POINTS,La plus longue composition classique prendrait 639 ans à être interprétée  ,,,,,0,1,1,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1578.9341071,1579.4438972000007,,,,,1569.1676038000005,1569.1676038000005,1569.1676038000005,0.007599800001116819,donnees,[-0.016666666666666666],[-0.4009259259259259],[1],[0],[0],[9.75840910000079],['validation_reco'],,,,,AP5,001,2023-03-17_12h33.39.933,Expérimentation1_SOLO,2022.2.5,60.063054194356646,
Une personne brule plus de calories quand il dort que lorsqu’il regarde la télé  ,ITEMS,Une personne brule plus de calories quand il dort que lorsqu’il regarde la télé  ,,,,,0,2,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1596.6342098000005,1597.1342987000007,,,,,1579.4438972000007,1579.4438972000007,1579.4438972000007,0.015589499998895917,items,[-0.008333333333333333],[-0.3925925925925926],[1],[0],[0],[17.183199300001434],['validation_reco'],,,,,AP5,001,2023-03-17_12h33.39.933,Expérimentation1_SOLO,2022.2.5,60.063054194356646,
Un attentat terroriste a eu lieu dans les métros Londonien en juillet 2005 ,DONNEES,Un attentat terroriste a eu lieu dans les métros Londonien en juillet 2005 ,,,,,0,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1602.6005491000014,1603.1007156000014,,,,,1597.1342987000007,1597.1342987000007,1597.1342987000007,0.006428300001061871,faits,[-0.007407407407407408],[-0.39166666666666666],[1],[0],[0],[5.458552899999631],['validation_reco'],,,,,AP5,001,2023-03-17_12h33.39.933,Expérimentation1_SOLO,2022.2.5,60.063054194356646,
Les oiseaux bleus ne peuvent pas voir la couleur bleue  ,FAITS,Les oiseaux bleus ne peuvent pas voir la couleur bleue  ,,,,,0,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611.9673149999999,1612.4793743999999,,,,,1603.1007156000014,1603.1007156000014,1603.1007156000014,0.006820200000220211,faits,[-0.003703703703703704],[-0.39166666666666666],[1],[0],[0],[8.859876300000906],['validation_reco'],,,,,AP5,001,2023-03-17_12h33.39.933,Expérimentation1_SOLO,2022.2.5,60.063054194356646,
On peut reproduire une clé grâce au son qu’elle émet lorsqu’on l’insère dans une serrure ,POINTS,On peut reproduire une clé grâce au son qu’elle émet lorsqu’on l’insère dans une serrure ,,,,,0,5,5,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1622.1505794000004,1622.6586665000013,,,,,1612.4793743999999,1612.4793743999999,1612.4793743999999,0.014551700000083656,données,[-0.002777777777777778],[-0.39351851851851855],[1],[0],[0],[9.66401980000046],['validation_reco'],,,,,AP5,001,2023-03-17_12h33.39.933,Expérimentation1_SOLO,2022.2.5,60.063054194356646,
